SKU,QTY,Cost
UPRK80043,0.0,2.77
UPRK80075,0.0,6.43
UPRK80082,0.0,1.88
UPRK80103,0.0,3.66
UPRK80107,0.0,3.97
UPRK80127,0.0,4.64
UPRK80139,0.0,4.08
UPRK80140,0.0,3.98
UPRK80141,0.0,3.5
UPRK80149,0.0,3.77
UPRK80196,0.0,3.85
UPRK80202,0.0,2.62
UPRK80203,0.0,2.66
UPRK80213,0.0,3.51
UPRK80222,0.0,1.79
UPRK80239,0.0,3.16
UPRK80244,0.0,3.26
UPRK80252,0.0,5.11
UPRK80261,0.0,3.39
UPRK80262,0.0,4.09
UPRK80263,0.0,3.71
UPRK80264,0.0,2.57
UPRK80272,0.0,5.51
UPRK80273,0.0,3.85
UPRK80274,0.0,16.57
UPRK80279,0.0,3.92
UPRK80296,0.0,3.58
UPRK80308,0.0,19.75815
UPRK80337,0.0,2.97
UPRK80338,0.0,4.04
UPRK80340,0.0,4.5954
UPRK80362,0.0,1.97
UPRK80364,0.0,3.24
UPRK80458,0.0,1.81
UPRK80467,0.0,3.90195
UPRK80468,0.0,2.67
UPRK80582,0.0,2.65
UPRK80583,0.0,4.37805
UPRK80604,0.0,4.72
UPRK80628,0.0,4.46
UPRK80629,0.0,3.9
UPRK80630,0.0,4.46
UPRK80631,0.0,2.26
UPRK80635,0.0,13.4
UPRK80669,0.0,15.21
UPRK80670,0.0,15.21
UPRK80759,0.0,2.77
UPRK80765,0.0,4.85
UPRK80771,0.0,3.94
UPRK80774,0.0,8.45
UPRK80775,0.0,2.88
UPRK80821,0.0,3.76
UPRK80833,0.0,10.69
UPRK80834,0.0,10.69
UPRK80849,0.0,3.48
UPRK80861,0.0,4.11
UPRK80894,0.0,4.9266
UPRK80899,0.0,3.29
UPRK80947,0.0,4.62
UPRK80964,0.0,5.0
UPRK80984,0.0,5.6511
UPRK80996,0.0,3.14
UPRK80997,0.0,7.00695
UPRK8177,0.0,9.4
UPRK8195T,0.0,3.81
UPRK8297,0.0,8.99
UPRK8415,0.0,2.48
UPRK8422,0.0,2.2
UPRK8452,0.0,1.49
UPRK8609T,0.0,3.78
UPRK8613,0.0,0.87
UPRK8631,0.0,4.04
UPRK8672,0.0,2.06
UPRK8678,0.0,4.78
UPRK8685,0.0,4.34
UPRK8688,0.0,4.59
UPRK8695,0.0,4.16
UPRK8695T,0.0,4.68
UPRK8700,0.0,5.97195
UPRK8703,0.0,2.84
UPRK8710T,0.0,12.83
UPRK8740,0.0,3.38
UPRK8749,0.0,3.76
UPRK8837,0.0,7.4
UPRK8953,0.0,3.83
UPRK8987,0.0,2.36
UPRK9022,0.0,3.2
UPRK90402,0.0,1.49
UPRKS116,0.0,5.78
UPRKS211,0.0,5.14
UPRL30001,0.0,36.99
UPRLX260,0.0,7.45
UPRM167HVS,0.0,21.33
UPRM176,0.0,19.79
UPRM246,0.0,21.17
UPRM297,0.0,19.79
UPRM353,0.0,30.7
UPRM528,0.0,61.62
UPRM81A,0.0,19.84
UPRMCF2327,0.0,39.11
UPRMIS19276,0.0,7.73
UPRMS16295,0.0,4.8
UPRMS251007,0.0,9.76
UPRMS25161,0.0,5.01
UPRMS25840,0.0,3.65
UPRMS501049,0.0,11.83
UPRMS50424,0.0,4.6
UPRMS50424S,0.0,5.63
UPRMS90269,0.0,3.93
UPRMS91473,0.0,2.19
UPRMS92100,0.0,3.83
UPRMS921213,0.0,11.03
UPRMS921651,0.0,11.21
UPRMS92211,0.0,8.73
UPRMS92465,0.0,6.12
UPRMS92467,0.0,4.8
UPRMS92568,0.0,2.62
UPRMS925861,0.0,5.24
UPRMS928081,0.0,6.99
UPRMS928361,0.0,11.03
UPRMS93094,0.0,3.44
UPRMS93205,0.0,4.39
UPRMS93217,0.0,4.66
UPRMS94054,0.0,3.36
UPRMS94666,0.0,4.2
UPRMS94790,0.0,4.77
UPRMS953921,0.0,9.92
UPRMS95462,0.0,3.93
UPRMS95480,0.0,6.09
UPRMS95709,0.0,7.33
UPRMS95816,0.0,3.93
UPRMS95817,0.0,13.11
UPRMS95949,0.0,3.83
UPRMS96123,0.0,2.62
UPRMS96169,0.0,9.95
UPRMS96176,0.0,2.08
UPRMS96252,0.0,2.85
UPRMS96281,0.0,9.44
UPRMS962811,0.0,15.46
UPRMS96294,0.0,3.11
UPRMS96302,0.0,2.74
UPRMS96324,0.0,2.62
UPRMS96587,0.0,10.48
UPRMS96669,0.0,4.63
UPRMS96679,0.0,5.4
UPRMS966871,0.0,6.05
UPRMS96696,0.0,19.21
UPRMS96707,0.0,2.97
UPRMS96716,0.0,7.07
UPRMS96905,0.0,4.8
UPRMS96908,0.0,2.58
UPRMS96916,0.0,20.45
UPRMS96964,0.0,5.99
UPRMS96976,0.0,4.5
UPRMS97083,0.0,14.686712
UPRMS971181,0.0,9.0
UPRMS97121,0.0,3.91
UPRMS97126,0.0,15.09
UPRMS97181,0.0,4.5
UPRMS97204,0.0,6.99
UPRMS97205,0.0,3.49
UPRMS97222,0.0,7.11
UPRMS972221,0.0,11.68
UPRMS972401,0.0,16.84
UPRMS97344,0.0,2.85
UPRMS98000T,0.0,16.03
UPROS30622R,0.0,5.68
UPROS30676R,0.0,6.77925
UPROS30680R,0.0,5.4
UPROS30687R,0.0,5.24
UPROS30693R,0.0,7.86
UPROS30697R,0.0,7.65
UPROS30709R,0.0,21.31
UPROS30725R,0.0,6.55
UPROS30743R,0.0,15.68
UPROS30750R,0.0,14.22
UPROS30754R,0.0,6.02
UPROS30761R,0.0,14.22
UPROS30782,0.0,3.49
UPROS30795R,0.0,17.34
UPROS30841R,0.0,3.49
UPROS32486,0.0,6.53
UPROS34300C,0.0,8.38
UPROS34308R,0.0,6.99
UPROS34309R,0.0,7.43
UPROS34500R,0.0,6.99
UPROS50225,0.0,9.29
UPRPC105,0.0,7.02
UPRPC127,0.0,10.01
UPRPC160,0.0,8.74575
UPRPC166,0.0,9.41
UPRPC176,0.0,8.59
UPRPC242,0.0,9.63
UPRPC243,0.0,9.75
UPRPC244,0.0,8.04
UPRPC291,0.0,8.91
UPRPC38,0.0,9.84
UPRPC381,0.0,9.46
UPRPC40,0.0,7.97
UPRPC403,0.0,7.81
UPRPC418,0.0,5.46
UPRPC42,0.0,8.59
UPRPC475,0.0,6.23
UPRPC501,0.0,8.09
UPRPC552,0.0,7.62
UPRPC556,0.0,8.21
UPRPC652,0.0,8.76
UPRPC659,0.0,12.7
UPRPC748,0.0,7.36
UPRPC773,0.0,4.55
UPRPC804,0.0,9.2
UPRPC805,0.0,8.65
UPRPC816,0.0,9.86
UPRPC863,0.0,7.62
UPRPC917,0.0,6.54
UPRPC950,0.0,9.42
UPRPH2,0.0,1.92
UPRPH3766,0.0,2.05
UPRPH5,0.0,0.89
UPRPH8,0.0,0.93
UPRPPS45,0.0,14.13
UPRPR210,0.0,12.19
UPRPS310,0.0,3.93
UPRPS404,0.0,1.85
UPRPS427,0.0,1.16
UPRRK620054,0.0,22.27
UPRRK620149,0.0,13.59
UPRRK620248,0.0,7.54515
UPRRK620309,0.0,56.22
UPRRK620380,0.0,54.63
UPRRK620381,0.0,55.13
UPRRK620492,0.0,20.3
UPRRK620668,0.0,29.02
UPRRK620888,0.0,37.97
UPRRK620889,0.0,37.97
UPRRK621478,0.0,19.96
UPRRK621479,0.0,19.96
UPRRK621480,0.0,12.45
UPRRK621481,0.0,11.89
UPRRK621607,0.0,17.77
UPRRK621608,0.0,17.77
UPRRK640293,0.0,18.0
UPRRK640294,0.0,17.63
UPRRK641803,0.0,8.94
UPRRK641911,0.0,22.01
UPRRK641916,0.0,12.3
UPRRK642057,0.0,10.43
UPRRK660155,0.0,8.9
UPRRK660156,0.0,7.95
UPRRK660168,0.0,13.54
UPRRK7331,0.0,7.16
UPRRK80726,0.0,36.59
UPRRK80826,0.0,17.98
UPRRU109,0.0,3.08
UPRRU203,0.0,4.52
UPRRU347,0.0,4.6989
UPRRU352,0.0,7.8
UPRRU353,0.0,10.65
UPRRU368,0.0,5.38
UPRRU382,0.0,5.6
UPRRU404,0.0,4.11
UPRRU440,0.0,9.69
UPRRU445,0.0,3.84
UPRRU488,0.0,3.78
UPRRU493,0.0,4.21
UPRRU571,0.0,9.44
UPRRU573,0.0,17.73
UPRRU631,0.0,24.35
UPRRU638,0.0,22.77
UPRRU684,0.0,14.65
UPRRU730,0.0,17.34
UPRRU93,0.0,3.8
UPRSC226,0.0,5.46
UPRSG1164,0.0,15.41
UPRSG130092,0.0,4.12
UPRSG1626,0.0,13.73
UPRSG1628,0.0,15.62
UPRSG1674,0.0,15.26
UPRSG1824,0.0,14.74
UPRSG1850,0.0,17.55
UPRSG1852,0.0,12.97
UPRSG1853,0.0,14.38
UPRSG1857,0.0,15.15
UPRSG204035,0.0,5.93
UPRSG204044,0.0,5.95
UPRSG204064,0.0,5.98
UPRSG214008,0.0,3.81
UPRSG214012,0.0,4.04
UPRSG214018,0.0,6.16
UPRSG214021,0.0,6.16
UPRSG214056,0.0,6.65
UPRSG230057,0.0,5.88
UPRSG230062,0.0,6.02
UPRSG230063,0.0,3.55
UPRSG236,0.0,14.52
UPRSG272,0.0,15.13
UPRSG304019,0.0,3.53
UPRSG304023,0.0,3.28
UPRSG304084,0.0,4.78
UPRSG304098,0.0,7.7
UPRSG304099,0.0,4.72
UPRSG314017,0.0,3.59
UPRSG314041,0.0,4.72
UPRSG314044,0.0,4.58
UPRSG330025,0.0,3.55
UPRSG330046,0.0,5.6
UPRSG330048,0.0,5.86
UPRSG330052,0.0,3.55
UPRSG330073,0.0,3.37
UPRSG404016,0.0,3.51
UPRSG404076,0.0,3.47
UPRSG414007,0.0,4.4
UPRSG414016,0.0,3.53
UPRSG414057,0.0,11.4
UPRSG430001,0.0,5.14
UPRSG430020,0.0,3.36
UPRSG935,0.0,16.95
UPRSK2954,0.0,79.48
UPRSLS247,0.0,4.86
UPRSLS510,0.0,3.08
UPRSP1132,0.0,5.49
UPRSP6086M,0.0,27.07
UPRSS71035,0.0,6.63
UPRSS71039,0.0,8.24
UPRSS710432,0.0,8.34
UPRSS72835,0.0,6.54
UPRSS72844,0.0,6.98
UPRSS72861,0.0,5.31
UPRSS728611,0.0,5.68
UPRSS72888,0.0,15.98
UPRSS729211,0.0,10.06
UPRSS72923,0.0,9.75
UPRSS72936,0.0,13.15
UPRT43131,0.0,18.5265
UPRT43192,0.0,18.97
UPRTCKWP265A,0.0,37.4
UPRTCS45035,0.0,8.73
UPRTCS45117,0.0,3.49
UPRTCS45554,0.0,5.68
UPRTCS45973,0.0,5.24
UPRTCS45986,0.0,6.68
UPRTCS45993,0.0,10.0
UPRTCS45996,0.0,4.8
UPRTCS46000,0.0,9.61
UPRTCS46022,0.0,3.93
UPRTCS46023,0.0,2.89
UPRTCS46049,0.0,6.63
UPRTCS46061,0.0,5.24
UPRTCS46078,0.0,9.17
UPRTCS46091,0.0,3.49
UPRTCS46108,0.0,6.99
UPRTCS46162,0.0,13.11
UPRTCS46169,0.0,4.8
UPRTCS46182,0.0,10.48
UPRTH143,0.0,8.52
UPRTH190,0.0,7.99
UPRTH264,0.0,7.6
UPRTH445,0.0,18.78
UPRTPM105A,0.0,10.72
UPRTPM151RA,0.0,11.56
UPRTPM45RA,0.0,9.95
UPRTS147,0.0,2.12
UPRTS253,0.0,1.52
UPRTS271,0.0,1.8
UPRTS334,0.0,0.77
UPRTS76,0.0,3.915774
UPRTX104,0.0,1.41
UPRTX108,0.0,3.7
UPRTX13,0.0,2.2977
UPRTX16,0.0,1.54
UPRTX3,0.0,1.55
UPRTX43,0.0,1.52
UPRTX71,0.0,1.15
UPRTX81,0.0,1.52
UPRTX89,0.0,3.16
UPRTX98,0.0,1.27
UPRU440,0.0,10.03
UPRUF199,0.0,12.08
UPRUF302,0.0,10.16
UPRUF601,0.0,12.81
UPRUS427,0.0,5.8374
UPRVS50088R,0.0,4.8
UPRVS50170,0.0,10.94
UPRVS50245R,0.0,2.62
UPRVS50293R,0.0,5.15
UPRVS50419R,0.0,10.94
UPRVS50441R1,0.0,6.12
UPRVS50442R,0.0,6.13
UPRVS50458R,0.0,6.12
UPRVS50464R,0.0,5.24
UPRVS50477R,0.0,13.53
UPRVS50481R,0.0,6.12
UPRVS50501R,0.0,7.86
UPRVS50504R1,0.0,5.80635
UPRVS50513R,0.0,8.73
UPRVS50518R,0.0,5.5
UPRVS50521R,0.0,7.43
UPRVS50526R,0.0,23.59
UPRVS50529R,0.0,5.09
UPRVS50562R,0.0,5.24
UPRVS50564R,0.0,9.08
UPRVS50577R,0.0,5.98
UPRVS50594R,0.0,13.11
UPRVS50599R,0.0,5.68
UPRVS50625R,0.0,13.92
UPRVS50664R,0.0,9.61
UPRVS50667R,0.0,5.56
UPRVS50687R,0.0,9.61
UPRVS50689R,0.0,8.73
UPRVS50698R,0.0,3.49
UPRVS50703R,0.0,9.61
UPRVS50739R,0.0,9.61
UPRVS50767R,0.0,10.92
UPRVS50805R,0.0,13.97
UPRVS50811R,0.0,13.97
UPRVS50814R,0.0,13.37
UPRVS50902R,0.0,47.5
UPRWP10105,0.0,1.38
UPRWP10266,0.0,3.55
US322LT,0.0,23.41
US8932,0.0,19.77
USA21022,0.0,247.25
USM22059,0.0,48.73
USM22151,0.0,37.8
USM22160,0.0,33.927583
USMAW4060,0.0,30.72223
USMAW4108,0.0,60.53
USMAW5077,0.0,29.772108
USMAW5092,0.0,23.612362
USMAW6010,0.0,24.93
USMAW6020,0.0,24.638986
USMAW9426,0.0,23.0
V1651,0.0,3.85
V401094,0.0,18.92
V4371S,0.0,5.821045
V69085116,0.0,2.88
V8010-8,0.0,65.62
VAL68166658AA,0.0,34.45
VAR02504,0.0,0.33
VAR02505,0.0,0.35
VAR02514,0.0,0.72
VAR02515,0.0,0.86
VAR02520,0.0,0.85
VAR02523,0.0,0.8781
VAR02533,0.0,1.04
VAR02535,0.0,0.36
VAR02554,0.0,0.54
VAR02572,0.0,0.93
VAR02573,0.0,0.98
VAR034103113B,0.0,0.49
VAR036103113,0.0,0.54
VAR03C103113,0.0,0.39
VAR05277919,0.0,3.05
VAR086736,0.0,32.73
VAR086737,0.0,32.98
VAR10-ECO053,0.0,5.1
VAR10-ECO067,0.0,2.86
VAR10130,0.0,1.09
VAR1020224,0.0,205.92
VAR10229,0.0,15.2
VAR10234,0.0,2.478364
VAR103753,0.0,42.21
VAR10399726,0.0,2.6
VAR104209,0.0,12.87
VAR105982,0.0,23.18
VAR1084168-S0-E,0.0,166.7
VAR10W40-1L,0.0,2.39
VAR117929,0.0,101.34
VAR12003NE,0.0,166.13
VAR121.62128,0.0,52.33
VAR123021,0.0,28.878088
VAR12V/2_3W,0.0,0.06
VAR1321313,0.0,7.88
VAR1321384,0.0,10.45
VAR1346,0.0,20.0
VAR1353,0.0,140.62
VAR13649,0.0,2.68
VAR14-1254,0.0,15.46
VAR14-1257,0.0,21.4876
VAR141216,0.0,15.46
VAR141239,0.0,15.46
VAR141240,0.0,13.0
VAR14163,0.0,5.88
VAR14178,0.0,4.64
VAR14178K,0.0,4.834134
VAR14197,0.0,4.64
VAR15104795,0.0,8.95
VAR1517,0.0,27.79
VAR152007,0.0,9.82
VAR1520130,0.0,17.11
VAR1644600500,0.0,136.18
VAR168,0.0,1.34
VAR1711427,0.0,5.52
VAR1711503,0.0,12.46
VAR17401,0.0,8.217037
VAR1808202,0.0,4.15
VAR18235,0.0,37.3
VAR1880986,0.0,26.959041
VAR193908,0.0,16.08
VAR194,0.0,0.05
VAR1ZP86JXWAA,0.0,7.36
VAR20,0.0,1.95
VAR20-00-008,0.0,3.34
VAR20-09-975,0.0,3.99
VAR2091EH1,0.0,2.34
VAR2091EH4,0.0,2.52
VAR21-CH-CH1,0.0,2.37
VAR22164,0.0,23.84
VAR22168,0.0,28.96
VAR22170,0.0,19.95
VAR22885388,0.0,98.85
VAR2345012,0.0,96.27
VAR2504,0.0,4.23
VAR25872770B,0.0,3.3
VAR26202PT,0.0,4.06
VAR26208PT,0.0,5.09
VAR26209PT,0.0,5.09
VAR263003790,0.0,7.03
VAR2734,0.0,14.321074
VAR277560,0.0,100.0
VAR2783,0.0,17.912601
VAR27857,0.0,16.29
VAR28,0.0,6.91
VAR2855,0.0,93.59
VAR2948,0.0,19.35
VAR2949,0.0,18.46
VAR2DHAL,0.0,225.0
VAR2DHAR,0.0,225.0
VAR30-00-007,0.0,3.72
VAR30-09-989,0.0,3.16
VAR3026,0.0,19.723296
VAR310501,0.0,11.62
VAR3186A,0.0,25.0
VAR320348,0.0,2.1
VAR32290,0.0,7.16
VAR33244,0.0,21.02
VAR3393S,0.0,44.35
VAR3393SC,0.0,46.01
VAR340507-1,0.0,46.82
VAR3411471,0.0,10.116841
VAR3411471SET,0.0,12.03
VAR3411558,0.0,21.47
VAR34201535,0.0,1.44
VAR3430,0.0,8.97
VAR349069,0.0,10.0
VAR352182,0.0,10.12
VAR36-0052,0.0,2.32
VAR36156,0.0,4.72
VAR367163101,0.0,46.21
VAR37290,0.0,9.99
VAR38016,0.0,4.61
VAR38018,0.0,4.28
VAR38082,0.0,4.15
VAR38116,0.0,23.614332
VAR38163,0.0,11.39
VAR38185,0.0,15.4
VAR41138,0.0,0.13
VAR41147,0.0,1.46
VAR41160,0.0,2.566561
VAR41183,0.0,2.15
VAR41188,0.0,0.129
VAR41203,0.0,2.73
VAR41223,0.0,3.105124
VAR41267,0.0,1.03
VAR4228564,0.0,0.7
VAR4249SET,0.0,11.69
VAR4257,0.0,12.16
VAR42666,0.0,11.4
VAR42892,0.0,5.21
VAR42911,0.0,19.89
VAR44008-1-2,0.0,227.68
VAR4528,0.0,9.02
VAR4578136AD,0.0,2.95
VAR4581161,0.0,3.28
VAR4581362AD,0.0,17.2
VAR4589606AA,0.0,3.84
VAR4593542AB,0.0,45.39
VAR4637575,0.0,33.13
VAR4641921AD,0.0,35.694083
VAR4641944AC,0.0,33.286233
VAR4641968AH,0.0,8.56
VAR4659636B,0.0,2.9
VAR4659982,0.0,1.88
VAR4663852AB,0.0,2.0
VAR4668451AA,0.0,23.96
VAR4668519AE,0.0,58.75
VAR4677459AE,0.0,14.8
VAR4677782AA,0.0,50.36
VAR4683918AB,0.0,11.86
VAR4684442,0.0,4.78
VAR4684756AB,0.0,3.56
VAR4684758AB,0.0,5.23
VAR4686094,0.0,27.53
VAR4720277AA,0.0,5.22
VAR4720877,0.0,5.35
VAR4720889,0.0,18.18
VAR4720889_0.25,0.0,18.18
VAR4721310AE,0.0,3.9
VAR4721311AF,0.0,4.07
VAR4721312AF,0.0,4.07
VAR4721356AA,0.0,2.74
VAR4721420AC,0.0,2.83
VAR4723119,0.0,7.12
VAR4743040AA,0.0,4.85
VAR4743163AC,0.0,3.5
VAR4746835,0.0,40.79
VAR4766744AA,0.0,19.51
VAR4766746AA,0.0,20.56
VAR4766786AAB,0.0,3.17
VAR4766814AB,0.0,3.76
VAR4779713AA,0.0,12.99
VAR4779806AB,0.0,3.68
VAR4779807AB,0.0,4.27
VAR4782561AE,0.0,14.29
VAR4782861AA,0.0,30.3
VAR4792443AA,0.0,12.38
VAR4792443AB,0.0,14.402244
VAR4792907AB,0.0,8.51
VAR4792912AE,0.0,9.25
VAR4799844AB,0.0,2.5
VAR4801516AA,0.0,63.86
VAR4805768AB,0.0,33.99
VAR4806037AB,0.0,40.85
VAR4809106,0.0,1.83
VAR4857600AF,0.0,28.61
VAR4861633AA,0.0,6.73
VAR4861689AC,0.0,18.47
VAR4861690AD,0.0,17.4
VAR4863737,0.0,11.38
VAR4880242AC,0.0,0.0
VAR4882584AA,0.0,8.5
VAR4883398AA,0.0,3.09
VAR4883399AA,0.0,3.09
VAR4883821AA,0.0,0.12
VAR4884495AK,0.0,70.89
VAR4884757AE,0.0,10.05
VAR4885475AC,0.0,21.64
VAR4886186AB,0.0,45.153885
VAR4891464AC,0.0,9.92
VAR4891596AC,0.0,4.4
VAR4891659AA,0.0,4.71
VAR4891698AA,0.0,5.95
VAR4891699AE,0.0,6.83
VAR4891705AC,0.0,10.93
VAR4891735AA,0.0,38.74
VAR4891782AB,0.0,10.69
VAR4892109AA,0.0,25.853977
VAR4892377AB,0.0,8.04
VAR4892422AA,0.0,7.85
VAR4895390AD,0.0,32.663604
VAR4895391AD,0.0,33.11
VAR4897159AB,0.0,24.09
VAR491555,0.0,20.15
VAR4J1007A,0.0,51.42
VAR4P1444,0.0,11.2
VAR5003546AA,0.0,1.56
VAR5006089AA,0.0,1.5
VAR5006124AB,0.0,1.74
VAR5006523BOOT,0.0,2.22
VAR5010817AA,0.0,1.4
VAR501085,0.0,60.63
VAR5010856AA,0.0,0.6
VAR5012322AB,0.0,54.92
VAR5013634AB,0.0,14.65
VAR5014060AA,0.0,6.37
VAR5014061AA,0.0,25.98
VAR5014367AA,0.0,4.31
VAR5014983AA,0.0,45.66
VAR5014986AA,0.0,1.28
VAR5016417AA,0.0,10.89
VAR5017407AA,0.0,42.94
VAR5018056AC,0.0,45.44
VAR5030259AA,0.0,6.7
VAR5038785AB,0.0,33.11
VAR5038786AB,0.0,33.11
VAR5039149AB,0.0,1.34
VAR5066024AA,0.0,5.78
VAR5066747AA,0.0,11.55
VAR5066756AA,0.0,15.490021
VAR5066768AA,0.0,32.56
VAR5066775AA,0.0,0.18
VAR5066780AA,0.0,3.5
VAR5066784AA,0.0,9.08
VAR5066786AA,0.0,11.98
VAR5066793AA,0.0,18.0
VAR5066847AC,0.0,55.27
VAR5066850AC,0.0,55.27
VAR5066882AA,0.0,5.67
VAR5066901AA,0.0,4.7
VAR5066958AA,0.0,4.4
VAR5072440R,0.0,4.25
VAR5073640AA,0.0,29.32
VAR5073641AA,0.0,29.32
VAR5073719AB,0.0,0.56
VAR5080116AA,0.0,9.68
VAR5080146AA,0.0,8.95
VAR5080243-RUL,0.0,5.03
VAR5080301AA,0.0,0.22
VAR5080312AC,0.0,39.55
VAR5080422AA,0.0,4.09
VAR5080430AA,0.0,7.44
VAR5080460AA,0.0,1.73
VAR5080482AB,0.0,3.07
VAR5080529AD,0.0,4.91
VAR5083707AB,0.0,11.51
VAR5085458AA,0.0,1.23
VAR5086581AA,0.0,27.16
VAR5090120AB,0.0,20.2
VAR5093182AA,0.0,15.46
VAR5093890AA,0.0,23.88
VAR5093904AA,0.0,1.38
VAR5093911AB,0.0,26.75
VAR5093923AA,0.0,9.69
VAR5096236AA,0.0,5.5
VAR510090,0.0,7.34
VAR5105102AC,0.0,1.63
VAR5105270AA,0.0,11.69
VAR5109030AJ,0.0,25.22
VAR5109604AE,0.0,23.76
VAR5113260AN,0.0,33.28
VAR5115,0.0,11.88
VAR5116079AA,0.0,1.89
VAR5118,0.0,12.16
VAR5119,0.0,10.61
VAR512149,0.0,15.2
VAR512155,0.0,32.23
VAR512223,0.0,32.15
VAR512243,0.0,40.15
VAR512246,0.0,39.3
VAR512493,0.0,107.353612
VAR513058SET,0.0,7.11
VAR513074,0.0,39.23
VAR513084,0.0,30.63
VAR513089,0.0,24.28
VAR513123,0.0,23.9
VAR513138,0.0,24.15
VAR513159,0.0,24.14
VAR513198,0.0,40.68
VAR513206,0.0,33.94
VAR513207,0.0,53.56
VAR513221,0.0,48.05
VAR513224,0.0,21.42
VAR513234,0.0,46.4876
VAR513273,0.0,46.21
VAR5137670AA,0.0,38.64
VAR5137671AB,0.0,38.64
VAR5140798AA,0.0,22.856
VAR5140799AA,0.0,5.25
VAR5142799AA,0.0,115.07
VAR5143477AA,0.0,55.48
VAR5145589AA,0.0,150.564738
VAR5149096AB,0.0,11.81
VAR515006,0.0,36.25
VAR515007,0.0,41.89
VAR515024,0.0,36.65
VAR515036,0.0,31.83
VAR515058,0.0,37.0
VAR515072,0.0,37.45
VAR515073,0.0,40.817678
VAR515126,0.0,61.06
VAR515150,0.0,79.74
VAR515151,0.0,57.08
VAR5156,0.0,27.57
VAR5160017AB,0.0,5.64
VAR5161435AA,0.0,6.88
VAR5165708AA,0.0,35.98
VAR5166925AB,0.0,7.34
VAR5175517AA,0.0,94.81
VAR5175574AA,0.0,1.74
VAR5175583AB,0.0,23.31
VAR5175589AA,0.0,3.285845
VAR5175673AB,0.0,0.7925
VAR5175807AA,0.0,21.69
VAR5175811AA,0.0,14.17
VAR5178272AB,0.0,12.98
VAR5178273AB,0.0,11.16
VAR51793,0.0,43.29
VAR5179360AA,0.0,10.68
VAR5179360AB,0.0,11.37
VAR5182026AA,0.0,8.6
VAR5183394AB,0.0,33.93
VAR5183496AA,0.0,11.3
VAR5183940AA,0.0,15.95
VAR5184085AC,0.0,9.4
VAR5184294AE,0.0,39.71
VAR5184296AH,0.0,2.08
VAR5184404AF,0.0,27.0
VAR5191890K,0.0,4.36
VAR52000503,0.0,4.08
VAR52000504,0.0,3.576023
VAR52000507,0.0,9.255428
VAR52001132,0.0,0.52
VAR52002393,0.0,7.14
VAR52014481AG-S,0.0,16.347532
VAR52028327,0.0,20.05
VAR52060058AD,0.0,19.412694
VAR52060462AG,0.0,11.63
VAR52079800AA,0.0,12.12
VAR52079801AE,0.0,14.33
VAR52080262AA,0.0,15.64
VAR52088251AB,0.0,10.9
VAR52088273AC,0.0,100.0
VAR52088355AB,0.0,23.5
VAR52088386AD,0.0,100.0
VAR52088425,0.0,1.37
VAR52088901AE,0.0,32.2
VAR52089501AA,0.0,3.0
VAR52089501HD,0.0,38.128
VAR52089501SKVHD,0.0,47.98
VAR52090131AD,0.0,20.97
VAR52090402AA,0.0,5.17
VAR52099499AC,0.0,61.39
VAR52101043,0.0,29.95
VAR52101277AA,0.0,1.11
VAR52104468PAJ,0.0,200.0
VAR52107570AB,0.0,139.29
VAR52107640S,0.0,18.0
VAR52111591AA,0.0,63.43
VAR52111593AA,0.0,64.23
VAR52111596AA,0.0,69.89
VAR52114354AA,0.0,16.07
VAR52124302AA,0.0,1.89
VAR52124713AC,0.0,67.338383
VAR52125321AB,0.0,12.43
VAR52126348AA,0.0,154.93
VAR525130,0.0,99.22
VAR5272926AB,0.0,25.79
VAR5272927AB,0.0,28.26
VAR5273382AB,0.0,19.02
VAR5273431AB,0.0,22.84
VAR5277829,0.0,14.36
VAR52853317AD,0.0,112.55
VAR52853431AA,0.0,58.51
VAR52853641AD,0.0,55.48
VAR5293163AA,0.0,2.3
VAR53000,0.0,11.99
VAR53004,0.0,10.3
VAR53005543AC,0.0,133.54
VAR53006192,0.0,3.34
VAR53010,0.0,12.17
VAR53013549AA,0.0,2.77
VAR53013672-BAE,0.0,5.991
VAR53013935AB,0.0,0.45
VAR53022372AA,0.0,42.77
VAR53027,0.0,17.05
VAR5303842AE,0.0,33.06
VAR5303878AB,0.0,28.88
VAR5303879AB,0.0,28.88
VAR53043,0.0,10.477505
VAR53050,0.0,10.81
VAR53051,0.0,7.5
VAR53054629AA,0.0,15.64
VAR53064,0.0,23.3
VAR53068,0.0,17.05
VAR5360,0.0,12.66
VAR5373,0.0,10.64
VAR5375,0.0,8.02
VAR5382,0.0,16.23
VAR5383,0.0,10.420674
VAR5396,0.0,25.01
VAR54100185,0.0,32.28
VAR54125,0.0,23.61
VAR5415,0.0,13.07
VAR55037730AD,0.0,10.959547
VAR55037730AD-S,0.0,20.61
VAR55037790AE,0.0,13.43
VAR55037790AE-S,0.0,23.18
VAR55037791AE-BS,0.0,5.757346
VAR55037961AB,0.0,14.327005
VAR55037961AB-S,0.0,21.64
VAR55037962AA,0.0,17.0
VAR55037962AA-S,0.0,21.64
VAR55038006AC,0.0,16.347532
VAR55038729AA,0.0,9.61
VAR55038729AA-S,0.0,15.97
VAR55056639AE-S,0.0,15.361115
VAR55056640AC,0.0,11.435586
VAR55056640AC-S,0.0,18.433338
VAR55067,0.0,40.720949
VAR55069,0.0,17.36
VAR55076208,0.0,5.43
VAR55077348AF,0.0,61.86
