SKU,QTY,Cost
202885450786,0.0,14.18
20352080SET,0.0,54.897102
20763,0.0,0.86
208762,0.0,87.871691
211175X,0.0,22.95
2142270,0.0,77.243142
21496EZ30A,0.0,12.68
2151203,0.0,9.49
215279,0.0,58.931507
2201025,0.0,5.737371
2201119,0.0,5.737371
2201176,0.0,6.45
2201464,0.0,15.12
2201595,0.0,16.01
2201596,0.0,16.01
2202792B,0.0,11.12
2203084,0.0,18.55
2203182,0.0,15.38
2203381,0.0,9.08
2203771,0.0,17.53
2203899,0.0,12.36
2204790B,0.0,11.06
222183664777,0.0,29.79
222664685328,0.0,67.662
222670498752,0.0,129.54816
223000462255,0.0,122.38
22379,0.0,194.964736
224074554335,0.0,112.86
22792967,0.0,290.688076
22843712,0.0,101.61
22851203,0.0,31.98
22851204,0.0,37.47
22902126,0.0,366.43
22902127,0.0,457.0
22922602,0.0,119.4
22922603,0.0,120.55
22933325,0.0,9.0
2301R,0.0,29.52
23158393,0.0,54.55
231882608058,0.0,84.200947
23262763,0.0,118.03
23262764,0.0,120.54
23329708,0.0,52.27
233482160924,0.0,42.54
233501299261,0.0,24.37
233505782728,0.0,190.28
233565566710,0.0,65.2
23361445,0.0,18.44
233631491370,0.0,35.970218
23363172,0.0,77.4
2370,0.0,129.38
24105G,0.0,98.59
24245480,0.0,339.28
24261932,0.0,16.71
24276801,0.0,89.78
24299406,0.0,111.21
2451131,0.0,76.39
2469,0.0,5.17
24805,0.0,3.38
25117896031,0.0,49.65
252481382919,0.0,55.58
25304,0.0,280.31
253945599833,0.0,7.82
254476718196,0.0,260.19
254489846839,0.0,370.12
254570270881,0.0,399.94
254811056121,0.0,68.47056
25601,0.0,33.072395
25697329,0.0,123.43
25789571,0.0,11.43
25793731,0.0,45.33
25794341,0.0,5.03
25892279,0.0,2.7468
25894693,0.0,19.06
25907221,0.0,29.680004
25907222,0.0,23.37
25989398,0.0,61.68
26,0.0,1.44
26179PT,0.0,9.7
26306PT,0.0,16.368105
26307PT,0.0,14.379456
263084073774,0.0,31.452132
263541278288,0.0,77.03
263865607508,0.0,86.06
264248636692,0.0,170.64
265029122588,0.0,119.21
265160,0.0,6.049999
270095397,0.0,6.33
270180283,0.0,24.076835
270180645,0.0,8.52
272337045346,0.0,10.05
273697505830,0.0,18.34
273790520171,0.0,50.88
274227584329,0.0,23.68
274286562450,0.0,427.08
274340028431,0.0,4.01
274340059944,0.0,3.93
274399617294,0.0,153.82
274947762649,0.0,96.096
277516,0.0,160.14
281947057436,0.0,175.65
282568373370,0.0,12.91
282672088088,0.0,52.15
283039208317,0.0,109.75
283426267126,0.0,16.38
283645383695,0.0,114.89
283964120660,0.0,160.889155
284154614655,0.0,46.70784
284214838920,0.0,96.018
2851,0.0,73.58
2906,0.0,54.86
2911284,0.0,40.29
292579206159,0.0,22.57
292776463367,0.0,13.298024
2929,0.0,15.740897
293234521911,0.0,37.68
293529513693,0.0,41.0553
2951,0.0,100.95
2L1Z3A331AA,0.0,17.55
300314,0.0,17.91
30093,0.0,75.04
303501230620,0.0,25.74
30731727,0.0,75.7
30751700,0.0,85.75
310757333072,0.0,426.795772
312768077384,0.0,306.66
3128,0.0,150.26
313263,0.0,90.81
31492348,0.0,92.96
3150,0.0,30.1
3151,0.0,30.1
31730712,0.0,70.73
3175,0.0,31.4
3185N,0.0,41.499632
32212,0.0,19.95
322421852890,0.0,132.132
322500,0.0,4.379394
323735354505,0.0,52.1235
323979758538,0.0,74.48
323993017572,0.0,79.789529
3241,0.0,24.41
324522226065,0.0,50.77
3303,0.0,40.072495
33048,0.0,2.09
331043,0.0,76.86
3311926LUS,0.0,15.523207
33159AR,0.0,98.3
331692,0.0,26.32
331820,0.0,44.596313
333987368655,0.0,42.7392
33826,0.0,10.781431
3403264,0.0,17.912125
341514,0.0,17.91
341587,0.0,17.9
341613,0.0,19.985875
342512,0.0,19.34
342523,0.0,22.98
342527,0.0,18.16
343149,0.0,26.18
345005,0.0,0.881101
35034489,0.0,37.432105
3510S,0.0,42.06
352013734837,0.0,41.041716
35210,0.0,6.79
35260,0.0,8.25
353057445715,0.0,14.64
353252580659,0.0,56.23
353543439987,0.0,94.6176
35411163228,0.0,17.45
35789,0.0,8.6
35855,0.0,4.63
35856,0.0,3.660739
35858,0.0,1.355311
3598,0.0,42.45
360027,0.0,24.81
361276917344,0.0,11.3
36131181068,0.0,11.4
362469665508,0.0,17.63
363476366488,0.0,82.17936
36370,0.0,16.47
3649,0.0,59.22
372740699489,0.0,72.73
372981246359,0.0,65.1288
373015876705,0.0,166.39
373070585914,0.0,25.26
373108305922,0.0,39.8412
3731100,0.0,76.83
373145228715,0.0,115.66
37539,0.0,39.263672
380336,0.0,70.51
381518S101,0.0,20.19
381658S100,0.0,13.2
381698857984,0.0,94.248
383233272608,0.0,31.01
384408S12A,0.0,27.67
38459,0.0,14.21
384599916352,0.0,106.43
392095988988,0.0,97.42
392595569403,0.0,39.23
3989349,0.0,2.48
3L3Z7C130AA,0.0,6.9564
3W1Z8213AA,0.0,30.451689
400699396190,0.0,153.87
401403396897,0.0,38.01
401625217747,0.0,63.23
401777596297,0.0,92.11
401864987678,0.0,20.961559
402744304043,0.0,336.48
40283,0.0,2.43
4055,0.0,108.73
4059,0.0,17.14
41022SC000,0.0,96.77
41036,0.0,4.61
41062,0.0,6.854155
4114926,0.0,91.478719
41236,0.0,1.94
41267,0.0,2.93418
41768000,0.0,1.067207
42239CP,0.0,62.249188
4228785KIT,0.0,0.0
42402445,0.0,43.12
42624876,0.0,28.62
42648,0.0,34.78
43006551,0.0,30.33
43016,0.0,55.02
4335,0.0,17.84
4348325,0.0,2.69
43546,0.0,124.52
43804,0.0,291.738005
43831,0.0,13.54
43846,0.0,12.96
44035,0.0,112.57
4417,0.0,11.63
4442109,0.0,62.94
44426,0.0,33.99
45195R,0.0,37.81
4527,0.0,7.44503
4536069,0.0,7.83
4575749AG,0.0,57.59
4578930AA,0.0,110.88
4589279AJ,0.0,49.92
4596474AD,0.0,12.222864
45G9206,0.0,14.92
45H0397,0.0,113.0
45H2143,0.0,143.83
45H2164,0.0,79.63
4656972AF,0.0,148.12
4692269AG,0.0,86.54
46G9023A,0.0,21.09
470682,0.0,7.95
47099,0.0,5.49
47129R,0.0,32.13
471424,0.0,5.51
4752511AC,0.0,43.68
4762132AB,0.0,5.92
4764,0.0,4.65
4764677AC,0.0,40.227148
4781252AE,0.0,11.39
4792317,0.0,10.91
4792630AA,0.0,62.432146
480148,0.0,38.42
4861679AC,0.0,248.94
4880498AC,0.0,59.45
4884472AA,0.0,11.0
4886044AA,0.0,14.47
4893746AA,0.0,20.544333
4899KT,0.0,16.16
49010,0.0,8.16
49250,0.0,39.43
49299,0.0,9.705702
49475,0.0,22.8
4954,0.0,14.7
4956,0.0,4.001192
4958,0.0,7.742134
4B431885,0.0,10.79
5006782AB,0.0,78.72689
5014358AA,0.0,27.76
5014969AA,0.0,4.48
5017196AA,0.0,0.925103
5019841,0.0,16.37
5028794AB,0.0,43.962526
504537,0.0,84.65
506691D5AA,0.0,5.92
5093922AA,0.0,3.734541
5096080AA,0.0,9.89
510024,0.0,16.38
5102338AC,0.0,34.12
5113669AB,0.0,19.97
51169061388,0.0,22.67
51318196162,0.0,20.01
5143714AA,0.0,29.35
51479401910,0.0,85.29
51487114713,0.0,23.68
5149230AA,0.0,13.277353
5171083AD,0.0,80.69
51718238450,0.0,0.3
5189840AB,0.0,20.544333
5189841AB,0.0,21.990616
5190KT,0.0,34.18
52030340AB,0.0,38.4
5208020,0.0,9.4
52082570,0.0,52.19
52106084AA,0.0,12.402159
52108325AA,0.0,28.96
52111198AB,0.0,18.67
522803,0.0,122.88
523071,0.0,44.77
524308,0.0,49.41
524564,0.0,31.11
5258050,0.0,13.996507
526259,0.0,41.88
526260,0.0,49.62
5281292AA,0.0,43.7346
5281427AA,0.0,27.07488
52855257AA,0.0,123.48
53010445AB,0.0,13.69
53020747AB,0.0,47.0
53021916AB,0.0,19.21
53429TP6A02,0.0,6.230087
53875F4023,0.0,44.09
5401731,0.0,56.12
541-54044,0.0,25.37
54549,0.0,78.83
5474000,0.0,58.8
55056772AD,0.0,29.83
55056862AB,0.0,29.2
55078095AB,0.0,56.28
55122,0.0,6.1
55155461AC,0.0,17.05
55372918AD,0.0,51.48
55395652AC,0.0,11.646868
55398359AE,0.0,24.91
56028232AA,0.0,86.488368
56029852AA,0.0,116.04
56046258AB,0.0,45.34
57041,0.0,2.83
57080,0.0,13.940329
580357R,0.0,42.51
580438R,0.0,14.86
58111,0.0,17.13
58122,0.0,24.11
58168,0.0,4.85
58886,0.0,6.107083
590203,0.0,64.3
594042,0.0,106.89
594361,0.0,95.73
594434,0.0,152.758975
5B249795,0.0,11.09
5DS75TZZAD,0.0,63.26
5MK60TZZAC,0.0,35.57
5S2473,0.0,24.907744
5S4882,0.0,15.17
5S6488,0.0,41.34
5S6525,0.0,34.77
5S7238,0.0,15.91
5VK87DX9AD,0.0,59.52
5W30_FORMULA_FE,0.0,3.64
5W40_SPEC_GOLD_1L,0.0,3.18
5W40_SPEC_GOLD_4L,0.0,10.37
6,0.0,3.45
600805,0.0,105.434852
600910,0.0,186.26
603379,0.0,26.75
6036054AA,0.0,5.89
6036698AA,0.0,5.58
60987,0.0,93.62
6104718AA,0.0,4.08
611185,0.0,15.07
611288,0.0,2.98
61314,0.0,3.631911
614038,0.0,38.62
61466003,0.0,16.25
61500,0.0,20.14
61519,0.0,23.9
61522,0.0,11.703735
61601,0.0,11.668479
61657101,0.0,6.21
61658,0.0,11.786986
61720,0.0,11.591204
619-46924,0.0,7.59
61949890,0.0,13.08
622650,0.0,96.33
62325,0.0,10.29
625204,0.0,53.36
626502,0.0,42.57
629PG,0.0,3.814434
630155,0.0,177.42
63064,0.0,5.21
63126975083,0.0,0.39
63270FG001,0.0,22.13
6504737,0.0,3.09
6508481AAAAA,0.0,26.28
6508775AA,0.0,6.06
6509343AA,0.0,6.65
6510719AA,0.0,4.038465
6512430AA,0.0,1.6
6512441AA,0.0,2.12
663323,0.0,73.31
663563,0.0,77.692844
66442R,0.0,27.16
6775,0.0,26.36
68003569AA,0.0,79.49
68003589AA,0.0,104.81
680108R,0.0,58.96008
68018106AA,0.0,1.33
68021971AD,0.0,94.46
68024340AF,0.0,17.781378
68024341AF,0.0,16.77
68026645AF,0.0,10.46
68029590AE,0.0,31.18
68035563AA,0.0,84.37
68036599AA,0.0,2.02
68036787AB,0.0,342.92
68040532AA,0.0,19.07
68044072AA,0.0,1.69
68046629AA,0.0,4.26
68084523AB,0.0,88.06
68087452AA,0.0,19.99
68087455AA,0.0,19.64
68087890AA,0.0,23.48
68089195AA,0.0,24.77
68091772AB,0.0,76.17
68143107AB,0.0,15.5
68143644AA,0.0,127.01
68143645AA,0.0,104.93
68148429AA,0.0,44.56
68160057AB,0.0,10.63
68175059AD,0.0,49.67
68193113AA,0.0,6.78
68210182AA,0.0,55.5
68225284AA,0.0,28.79
68225645AB,0.0,35.37
68227765AB,0.0,14.82
68227831AA,0.0,30.57
68227832AA,0.0,30.57
68228450AC,0.0,82.29
68228451AC,0.0,82.29
68230395AA,0.0,10.13
68233484AA,0.0,33.06
68234991AB,0.0,34.88
68240040AG,0.0,5.67
68246457AA,0.0,8.51
68252495AA,0.0,34.76
68257953AA,0.0,44.316171
68258750AC,0.0,226.763969
68258780AA,0.0,14.62
68259093AF,0.0,69.76
68272944AB,0.0,111.5
68276781AD,0.0,172.990318
68276980AD,0.0,351.21
68276981AD,0.0,351.21
68281891AE,0.0,97.75
68281893AE,0.0,151.25
68288334AA,0.0,39.36
68291616AB,0.0,10.95
68292548AG,0.0,392.995526
68292867AB,0.0,33.77
68298380AE,0.0,36.26
68315879AB,0.0,109.52
68315996AE,0.0,54.742573
68318320AB,0.0,38.139952
68319705AF,0.0,89.42
68335624AB,0.0,1.657712
68336462AE,0.0,29.48
68396618AA,0.0,75.12
6848,0.0,83.58
68483379AA,0.0,107.57
68490385AA,0.0,5264.79
692036,0.0,73.27
6938,0.0,45.57
69574,0.0,35.98
6AD71RXFAH,0.0,143.6
6CE79RXFAE,0.0,112.3
6K1093AP,0.0,10.845337
6S1094,0.0,13.64
6T1016,0.0,12.15
6W6Z16700A,0.0,33.98
700474,0.0,141.762903
703268,0.0,9.5
710117,0.0,20.98
710610,0.0,18.5
710664,0.0,11.03
710687,0.0,10.89
710688,0.0,10.8
71193SHJA00,0.0,15.97
71198SHJA00,0.0,15.97
71749827,0.0,5.27
71931,0.0,17.38
73002,0.0,94.61
73054,0.0,50.523777
7312268,0.0,131.03
74111SHJA02,0.0,50.27
741442,0.0,31.134298
741443,0.0,35.09
74351,0.0,4.804063
74621,0.0,34.45
748UU,0.0,77.03
749542,0.0,52.288297
77166,0.0,7.206392
77193,0.0,18.05044
780139R,0.0,62.75
784203,0.0,132.58
7E5Z7H469C,0.0,12.93
7L1Z3C247A,0.0,92.29
7L1Z7851693A,0.0,52.58
7L2Z4B431A,0.0,39.88
7L7Z17F000APTM,0.0,77.95
7PK2468,0.0,15.16
7PK2470,0.0,18.63
7T4Z-7R284-A,0.0,14.151641
7T4Z1177C,0.0,19.8264
7T4Z1177D,0.0,15.95
7T4Z7086A,0.0,16.26
7T4Z7F396A,0.0,19.09
7T4Z7F401B,0.0,11.77
7T4Z7R284A,0.0,17.399013
7T4Z9439D,0.0,3.15
800012C,0.0,4.75
800074P,0.0,12.11
8011890,0.0,143.4
8030,0.0,13.62
80546,0.0,11.71
80652,0.0,29.596332
81005,0.0,97.57
81405,0.0,121.72
8200947699,0.0,22.36
8211245,0.0,8.22
82212280,0.0,85.36
82214137,0.0,70.34
82215478,0.0,105.38
82215578,0.0,236.69
8231627,0.0,54.52
8310431,0.0,141.56
84010173,0.0,37.97
8401467,0.0,32.56
84027004,0.0,16.17
84051643,0.0,68.87
84075203,0.0,69.96
84075205,0.0,69.96
84090479,0.0,117.56
84119719,0.0,152.77
84173320,0.0,36.01
84173322,0.0,35.91
84238546,0.0,168.88
84257,0.0,6.725688
8434030110,0.0,16.8
84373662,0.0,428.23
84388317,0.0,87.47
84446525,0.0,31.79
84446526,0.0,31.1
84524035,0.0,20.181437
84860,0.0,20.0
84954,0.0,11.97
8523PT1FEL,0.0,11.56
86172,0.0,7.743454
8642421,0.0,5.92
8642828,0.0,5.92
8663894,0.0,5.67
8663896,0.0,5.67
8693675,0.0,17.9
88539,0.0,8.505316
88912796,0.0,11.28
88964494,0.0,57.361746
88984501,0.0,26.38
88984523,0.0,101.47
88996672,0.0,55.2384
89016,0.0,19.88
89058756,0.0,24.255
89059495,0.0,40.4586
8K948AP,0.0,13.47
8L2Z3E764A,0.0,42.53
8L3Z2A635JA,0.0,36.59
8L8Z17632A,0.0,18.5598
8PK3210,0.0,22.71
8T4Z8349A,0.0,12.21
9010218,0.0,32.09
9010406,0.0,30.64
902116,0.0,11.787965
902317,0.0,17.56
902771,0.0,12.89
905102,0.0,30.03
905500,0.0,9.06
911-068,0.0,19.79
911902,0.0,71.19
9143317,0.0,11.17
92063,0.0,25.41
92159965,0.0,230.45
9231270,0.0,154.69
924-743,0.0,18.41
924215,0.0,71.68
924440,0.0,3.26
93360,0.0,7.59
9449,0.0,3.75
9508D,0.0,28.140441
95440278,0.0,33.91
965931,0.0,117.92
97006,0.0,45.17
97384,0.0,1.138798
9795,0.0,28.82
98007,0.0,38.75
98019,0.0,44.09
98034,0.0,1.026886
99150,0.0,6.124375
9917926A,0.0,155.19
99334,0.0,58.253785
9E5Z7H459B,0.0,11.0324
A1C14-1241,0.0,24.96
A1C14-1254,0.0,38.36
A1C14-1257,0.0,28.83
A1C14-1266,0.0,29.01
A1C141204,0.0,20.83
A1C141206,0.0,11.28
A1C141208,0.0,12.14
A1C141209,0.0,11.86
A1C141239,0.0,6.070105
A1C141240,0.0,6.480923
A1C184894,0.0,0.0
A1C18B5398,0.0,122.68
A1C20-608,0.0,69.53
A1C20-62608,0.0,77.71
A1C20-8756F,0.0,82.97
A1C201026,0.0,62.84
A1C202401,0.0,15.73
A1C20661,0.0,50.01
A1C21-5223,0.0,53.08
A1C215343,0.0,69.41
A1C215410,0.0,37.03
A1C22348,0.0,111.14
A1C277560,0.0,124.83
A1C278414,0.0,155.63
A1C367163101,0.0,91.17
A1C3P25160,0.0,18.84
A1C5093182AA,0.0,14.3
A1C5170543AA,0.0,217.06
A1C58299,0.0,39.97
A1C601009,0.0,63.92
A1C603323,0.0,65.94
A1C66-3551,0.0,62.82
A1C661430,0.0,77.9
A1C663419,0.0,79.32
A1C663639,0.0,47.87
A1C663740,0.0,64.77
A1C663990IS,0.0,28.080494
A1C663991IS,0.0,33.97
A1C663994IS,0.0,32.88
A1C666264,0.0,57.34
A1CMC390378,0.0,24.44
A1CSAJ18B4804,0.0,42.023955
A2268,0.0,2.76
A22M,0.0,6.38
A2330,0.0,3.56
A2396,0.0,4.06
A24M,0.0,6.39
A28M,0.0,8.33544
A5388,0.0,26.83
AAP6449,0.0,50.94
ABS53006,0.0,39.8264
ABSB807,0.0,12.42
ABSB947,0.0,18.6612
ABSD1080,0.0,15.71
ABSD702,0.0,11.71
ACD0W20,0.0,5.11
ACD12345982,0.0,5.3975
ACD14228,0.0,10.22
ACD14298,0.0,33.4
ACD15816927,0.0,14.21
ACD19149234,0.0,391.6
ACD19169124,0.0,6.5
ACD19244893,0.0,71.5
ACD20842472,0.0,83.76749
ACD23481275,0.0,29.22
ACD24241501,0.0,3.22
ACD24507L,0.0,12.58
ACD291331,0.0,10.54
ACD3015,0.0,1.35
ACD3031,0.0,1.93
ACD34049,0.0,14.96
ACD36P1576,0.0,100.86
ACD38382,0.0,35.33
ACD41147,0.0,8.46
ACD41993,0.0,6.291348
ACD45F2036,0.0,4.751945
ACD45G0903,0.0,7.69
ACD45U0504,0.0,3.56
ACD4762N,0.0,8.92
ACD484221,0.0,2.02
ACD48718,0.0,27.76
ACD51042,0.0,4.17
ACD534G,0.0,11.68
ACD5W20,0.0,2.74
ACD5W30,0.0,4.6
ACD63619,0.0,13.51
ACD710548,0.0,12.1
ACD81152,0.0,108.24
ACD82594,0.0,4.18905
ACD88900402,0.0,5.7
ACD88935988,0.0,31.49
ACDA10,0.0,24.76
ACDAPP5243,0.0,5.9
ACDB80458,0.0,5.11
ACDBC95110,0.0,13.54
ACDBC95231,0.0,19.59
ACDBC95347,0.0,17.29
ACDBC95881,0.0,18.23
ACDBC95978,0.0,20.57
ACDBC96001,0.0,13.0
ACDBC96004,0.0,13.86
ACDBC96038,0.0,23.09
ACDBC96039,0.0,25.3
ACDBC96046,0.0,15.2
ACDBC96048,0.0,18.88
ACDBC96681,0.0,18.21
ACDBC97208,0.0,15.98
ACDBH380461,0.0,18.61
ACDBH382521,0.0,14.83
ACDBH382522,0.0,16.03
ACDCA325,0.0,6.98
ACDD1499F,0.0,11.12
ACDD369,0.0,25.98
ACDDEXRONULV,0.0,5.97
ACDDOT3,0.0,7.56
ACDDWS394,0.0,154.97898
ACDES801123,0.0,22.82
ACDK160042,0.0,19.22
ACDK201475,0.0,8.06
ACDK3137,0.0,7.0
ACDK5253,0.0,5.32
ACDK6292,0.0,9.0
ACDK6392,0.0,27.04
ACDK700432,0.0,5.34
ACDK7210,0.0,25.87
ACDK750396,0.0,7.59
ACDK80894,0.0,23.52
ACDPF48E,0.0,3.99
ACDPF894,0.0,1.78
ACDPS308,0.0,51.56
ACDPS7358,0.0,17.36
ACDSWS19,0.0,94.37
ACDTF922,0.0,29.5
ACDTF924,0.0,26.1
ACDTPM221,0.0,0.01
ACDTS90,0.0,5.99
ACDWC37048,0.0,6.29
ACEDR37,0.0,8.4
ACEDR39,0.0,5.72
ACEFD476,0.0,6.93
ACEFD503,0.0,2.86
ACEFD508,0.0,3.3
ACEUF262,0.0,11.13
ACEUF270,0.0,5.68
ACEUF296,0.0,42.65
ACEUF303,0.0,13.53
ACEUF305,0.0,16.34
ACEUF378,0.0,7.27
ACEUF395,0.0,9.22
ACEUF413,0.0,9.53
ACEUF414,0.0,9.06
ACEUF497,0.0,12.07
ACEUF553,0.0,6.3
ACEUF557,0.0,9.91
ACEUF564,0.0,13.29
ACEUF622,0.0,8.94
ACEUF648,0.0,5.21
ACEUF807,0.0,10.08
ACEUF835,0.0,15.62
ACI5103453AA,0.0,14.14
ADT7854,0.0,10.62
ADTDR39,0.0,13.96
ADTRY438,0.0,4.5
ADTSS598,0.0,17.6
ADTUF305,0.0,28.1
AE-VW-056,0.0,3.0
AEX100537,0.0,10.09
AEX100712V,0.0,8.10947
AEX223535,0.0,1.93
AEX2572,0.0,9.16
AEX2948,0.0,15.14
AEX2949,0.0,9.82
AEX3013,0.0,2.15596
AEX3095,0.0,9.66
AEX3145,0.0,27.61
AEX3170,0.0,31.33
AEX3186,0.0,17.0
AEX320348,0.0,2.1
AEX3211,0.0,26.56
AEX3217,0.0,21.953573
AEX3257,0.0,23.65
AEX3459,0.0,2.31
AEX3604,0.0,2.44
AEX3946,0.0,4.1157
AEX4739,0.0,1.0
AEX4762N,0.0,1.8
AEX4795V,0.0,4.59
AEX513023,0.0,23.6412
AEX710046,0.0,4.64
AEX710058,0.0,2.46
AEX710068,0.0,4.59
AEX710428,0.0,6.95
AEX710429,0.0,6.29
AEX710481,0.0,4.75
AEX710928,0.0,4.71
AEX8835S,0.0,0.71
AEXB473,0.0,16.14
AEXB752,0.0,23.020207
AEXB771,0.0,20.97
AEXCA11482,0.0,6.15
AEXCA9895,0.0,4.577437
AEXCS7715,0.0,30.95
AEXD1020,0.0,11.55
AEXD1058,0.0,10.4
AEXD1120,0.0,15.18
AEXD1161,0.0,11.07
AEXD450,0.0,20.12
AEXD506,0.0,10.24
AEXD748,0.0,10.88
AEXD921,0.0,10.09
AEXD922,0.0,22.5
AEXEM3169,0.0,13.52
AEXES3472,0.0,11.98
AEXFT1206,0.0,8.74
AEXHK4012,0.0,16.49
AEXK7305,0.0,3.73
AEXK8268,0.0,6.38
AEXPH30,0.0,6.0
AEXR1561TV,0.0,20.58
AEXT638,0.0,14.34
AEXWL10290,0.0,2.05
AF10465,0.0,95.48
AF3138,0.0,6.94
AFDG1L,0.0,1.13
AFG1L,0.0,0.99
AFG5L,0.0,4.17
AFR1L,0.0,1.21
AFR20L,0.0,17.83
AFR5L,0.0,4.22
AGA4900022AG,0.0,20.6
AGA5470040AG,0.0,65.613919
AGA5470106AG,0.0,104.948002
AGA5930030AG,0.0,5.225982
AGA5930032AG,0.0,4.968967
AGA5930091AG,0.0,5.225982
AGA7260081,0.0,13.96451
AGA8350016AG,0.0,1.033042
AGA8400006AG,0.0,7.463202
AGACF11183CB,0.0,3.91744
AHS2049,0.0,32.636631
AIR1S2496,0.0,43.0
AIR1S5287,0.0,14.55
AIRALS1998,0.0,18.36
AIRAW5049,0.0,24.8
AIRAW5075,0.0,25.59
AIRAW5104,0.0,81.58
AIRAW7103,0.0,28.82
AIRAW7160,0.0,35.19
AIRPC893,0.0,6.73
AKN51941991,0.0,1.981161
AL3Z7R081E,0.0,106.324747
AL98,0.0,4.1
ALS1414,0.0,25.047023
AMP03309,0.0,37.55
AMP102712100E,0.0,58.22
AMP10838,0.0,8.79
AMP1520130,0.0,16.6298
AMP3T1197,0.0,69.18
AMP42113/42114,0.0,128.02
AMP4589890AC,0.0,31.77
AMP4671929AA,0.0,24.56
AMP4721692ACSET,0.0,193.63
AMP4891735AB,0.0,47.38
AMP5011261AA,0.0,76.53
AMP5145589AA,0.0,135.64
AMP525122,0.0,24.99
AMP55135591AC,0.0,23.72
AMP5517638SET,0.0,33.41
AMP55235571AB,0.0,18.9
AMP58147SET,0.0,6.732012
AMP600202,0.0,83.87
AMP68030927AA,0.0,95.0
AMP68071235AC,0.0,109.94
AMP68080867AA,0.0,41.51
AMP68211200AC,0.0,13.85
AMP68252670AA,0.0,69.94
AMP700255,0.0,37.21
AMP81485,0.0,51.68
AMP81532,0.0,47.27
AMP81633,0.0,61.53
AMP912006,0.0,19.43
AMP912009,0.0,11.1
AMP912087,0.0,23.34
AMP924704,0.0,11.037085
AMPCH2801122/0122,0.0,58.37
AMPDS1534,0.0,24.44
AMPDS1534CH,0.0,19.52
AMPE7121M,0.0,59.67
AMPE7162M,0.0,51.59
AMPE7172M,0.0,60.06
AMPE7192M,0.0,49.507929
AMPE7196M,0.0,62.27
AMPE7220M,0.0,61.22
AMPE7235M,0.0,68.1
AMPE7263M,0.0,86.91
AMPE7270M,0.0,57.99
AMPE7271M,0.0,60.96
AMPE7272M,0.0,65.12
AMPFJ455,0.0,38.43
AMPHKRAM1,0.0,48.0
AMPK100390,0.0,61.66
AMPM297,0.0,53.86
AMPNS113,0.0,47.68
AMPRU358,0.0,37.55
AMPRY330,0.0,17.3
AMPSPRAM1,0.0,132.45
AMPSPRAM1B,0.0,75.0
AMPSPRAM2,0.0,108.04
AMPSPRAM3,0.0,81.81
AMPSPRAM3C,0.0,110.44
AMPSPWRAN,0.0,62.31
AMPUS427,0.0,14.28
AMS5106023AA,0.0,54.19
ANC11,0.0,5.27
ANC13,0.0,3.42
ANC16,0.0,2.16
ANC22,0.0,2.32
ANC3211,0.0,28.68
ANC6723,0.0,13.53
ANC6732,0.0,19.51
ANC6749,0.0,7.833522
ANCC18UB,0.0,9.076168
ANO14C16,0.0,3.3
ANO2436,0.0,5.877059
ANO2528,0.0,3.32
ANO2638,0.0,10.51
ANO2808,0.0,1.2
ANO2828,0.0,17.46
ANO2839,0.0,7.33
ANO2841,0.0,16.76
ANO2849,0.0,2.0
ANO2860,0.0,5.29
ANO2925,0.0,12.5035
ANO2928,0.0,17.46
ANO2948,0.0,8.9965
ANO2949,0.0,10.13
ANO2980,0.0,7.35
ANO3007,0.0,31.18
ANO3026,0.0,39.71
ANO3049,0.0,16.84
ANO3084,0.0,21.25
ANO3095,0.0,9.48
ANO3145,0.0,14.31
ANO3155,0.0,15.0
ANO3178,0.0,37.94
ANO3186,0.0,0.0
ANO3186A,0.0,26.5
ANO3217,0.0,21.953573
ANO3256,0.0,24.43
ANO3257,0.0,31.17
ANO3280,0.0,52.96
ANO3297,0.0,32.24
ANOEM2615,0.0,3.49
ANOEM2618,0.0,8.11
ANOEM3169,0.0,10.55
ANOEM3179,0.0,10.74
AP5263,0.0,2.49
API512133,0.0,10.96
APIAW7140,0.0,1.45
APICK620054,0.0,33.18
APIK80849,0.0,5.3
APIK8690,0.0,1.68
APISLS208,0.0,5.67
APW663990IS,0.0,14.75
APWCH8412,0.0,95.99
APXCS93543,0.0,28.397457
APXMS3310,0.0,19.39
APXMS901312,0.0,13.8
APXVS50805R,0.0,37.18
AR3Z6C038A,0.0,76.71
AR3Z8C371A,0.0,55.17
AR8190,0.0,32.4
ARD38016,0.0,6.0
ARD512243,0.0,28.81
ARD512291,0.0,39.290094
ARD512555,0.0,31.97
ARD513067,0.0,21.36
ARD513187,0.0,23.18
ARD513198,0.0,29.568011
ARD513237,0.0,26.75
ARD513275,0.0,25.45
ARD513289,0.0,30.86
ARD515006,0.0,33.216959
ARD515043,0.0,7.616403
ARD515054,0.0,30.86
ARD515061,0.0,47.32
ARD515096,0.0,48.93
ARD515113,0.0,44.58
ARD515126,0.0,50.07
ASH0285,0.0,1.079142
ASH10-ECO013,0.0,0.82
ASH10-ECO021,0.0,1.2
ASH10-ECO023,0.0,2.1
ASH10-ECO053,0.0,1.327345
ASH10-ECO067,0.0,2.08
ASH10-ECO072,0.0,1.42
ASH10-ECO122,0.0,1.47
ASH10-H0-004,0.0,1.76
ASH13009,0.0,3.735222
ASH14209,0.0,3.036019
ASH177123,0.0,2.422355
ASH20-00-001,0.0,1.77
ASH20-00-008,0.0,3.19
ASH20-09-909,0.0,1.759002
